oid,Item Description,unit_of_measure,lo,lead_time,burn_rate,Stock Units Analytical
021018,Dilator Ves 0.038INCHX6FRX20CM,Each,Level 1 Imaging,2.0,0.02,2.0
021041,Gwire Strt  Bent Tfe Coat 0.035inx145cm,Each,Level 1 Imaging,2.0,0.08,10.0
021041,Gwire Strt  Bent Tfe Coat 0.035inx145cm,Each,Level 1 Imaging,2.0,0.02,2.0
021041,Gwire Strt  Bent Tfe Coat 0.035inx145cm,Each,Level 2 Surgery/Procedures/PACU,2.0,0.12,7.0
021096,Set Access Ring Transjugular Intrahepatic 16gx55cm,Each,Level 1 Imaging,3.0,0.0,1.0
021129,Suture Vcrl 27in 4-0 PS2 U/D,Each,Level 2 Surgery/Procedures/PACU,0.5,1.18,52.0
021129,Suture Vcrl 27in 4-0 PS2 U/D,Each,Level 2 Surgery/Procedures/PACU,0.5,1.58,24.0
021152,Suture Vcrl 27in 2-0 SH U/D,Each,Level 2 Surgery/Procedures/PACU,0.5,0.3,12.0
021154,Suture Vicryl 3-0 27in SH U/D,Each,Level 2 Surgery/Procedures/PACU,1.0,0.9,35.0
021155,Suture Vcrl 27in 4-0 SH U/D,Each,Level 2 Surgery/Procedures/PACU,1.0,0.1,9.0
021159,Suture Vcrl 27in 2-0 UR6 Viol,Each,Level 2 Surgery/Procedures/PACU,1.0,0.2,23.0
021160,Suture Vcrl 27in 0 UR6 Viol,Each,Level 2 Surgery/Procedures/PACU,1.0,0.4,23.0
021161,Suture Vicryl 27in 0 UR5 Viol,Each,Level 2 Surgery/Procedures/PACU,1.0,0.1,12.0
021179,Suture Chromic 27in 2-0 SH Brn,Each,Level 2 Surgery/Procedures/PACU,1.0,0.2,12.0
021180,Suture Chromic 27in 3-0 SH Brn,Each,Level 2 Surgery/Procedures/PACU,1.0,0.2,14.0
021196,Suture Ethl 18in 5-0 PS2 Bk,Each,Level 1 ED,1.0,0.2,19.0
021196,Suture Ethl 18in 5-0 PS2 Bk,Each,Level 2 Surgery/Procedures/PACU,1.0,0.2,17.0
021206,Suture Prol 30in 2-0 CT2 Bl,Each,Level 1 ED,1.0,0.4,12.0
021206,Suture Prol 30in 2-0 CT2 Bl,Each,Level 1 Imaging,1.0,0.1,9.0
021206,Suture Prol 30in 2-0 CT2 Bl,Each,Level 2 Surgery/Procedures/PACU,1.0,0.1,9.0
021206,Suture Prol 30in 2-0 CT2 Bl,Each,Level 7 ICU,1.0,0.2,17.0
021221,Suture Slk 30in 0 SH Bk,Each,Level 1 Imaging,1.0,0.4,20.0
021221,Suture Slk 30in 0 SH Bk,Each,Level 1 Imaging,1.0,0.4,9.0
021222,Suture Silk 2-0 Black SHLS,Each,Level 2 Surgery/Procedures/PACU,0.5,0.7,27.0
021223,Suture Slk 30in 3-0 SH Bk,Each,Level 2 Surgery/Procedures/PACU,1.0,0.2,17.0
021226,Suture Slk 30in 0 Multpk Bk,Each,Level 2 Surgery/Procedures/PACU,1.0,0.5,27.0
021228,Suture Slk 30in 3-0 Multpk Bk,Each,Level 2 Surgery/Procedures/PACU,1.0,0.2,25.0
021233,Suture Slk 18in 2-0 Multpk Bk,Each,Level 2 Surgery/Procedures/PACU,0.5,0.1,6.0
021234,Suture Slk 18in 3-0 Multpk Bk,Each,Level 2 Surgery/Procedures/PACU,1.0,0.4,23.0
021235,Suture Slk 18in 4-0 Multpk Bk,Each,Level 2 Surgery/Procedures/PACU,1.0,0.2,19.0
021238,Suture Ethl 18in 5-0 P3 Bk,Each,Level 1 ED,2.0,0.2,30.0
021242,Suture Vcrl 18in 5-0 P3 Braided,Each,Level 2 Surgery/Procedures/PACU,1.0,0.4,23.0
021248,Suture Chromic 3-0 27in RB1 Brn,Each,Level 2 Surgery/Procedures/PACU,1.0,0.8,35.0
021259,Suture Pds Ii 18in 4-0 PS2 Clr,Each,Level 2 Surgery/Procedures/PACU,1.0,0.1,7.0
021262,Suture Pds II 27in 2-0 CT2 Viol,Each,Level 2 Surgery/Procedures/PACU,1.0,0.5,27.0
021267,Suture Ethbnd 30in 0 SH Grn,Each,Level 2 Surgery/Procedures/PACU,1.0,0.1,9.0
021268,Suture Ethbnd 30in 2-0 SH Grn,Each,Level 2 Surgery/Procedures/PACU,1.0,0.7,33.0
021358,Suture Chromic 18in 4-0 PS2 Brn,Each,Level 2 Surgery/Procedures/PACU,1.0,0.56,19.0
021377,Suture Vcrl 27in 3-0 SH Viol,Each,Level 2 Surgery/Procedures/PACU,1.0,0.4,22.0
021380,Suture Vcrl 27in 0 CT1 U/D,Each,Level 2 Surgery/Procedures/PACU,1.0,0.5,29.0
021387,Suture Pds Ii 27in 2-0 SH Viol,Each,Level 2 Surgery/Procedures/PACU,0.5,0.2,9.0
021389,Suture Pds Ii 27in 3-0 SH Viol,Each,Level 2 Surgery/Procedures/PACU,1.0,0.1,9.0
021392,Suture Pds Ii 48in 1 TP1 Viol,Each,Level 2 Surgery/Procedures/PACU,0.5,0.14,6.0
021395,Suture Vcrl 27in 4-0 RB1 U/D,Each,Level 2 Surgery/Procedures/PACU,1.5,0.2,18.0
021397,Suture Vcrl 27in 0 CT2 U/D,Each,Level 2 Surgery/Procedures/PACU,1.0,0.2,12.0
021402,Suture Vcrl 27in 2-0 CP2 U/D,Each,Level 2 Surgery/Procedures/PACU,1.0,0.3,19.0
021407,Suture Vcrl 27in 3-0 PS2 U/D,Each,Level 1 ED,1.0,0.1,14.0
021407,Suture Vcrl 27in 3-0 PS2 U/D,Each,Level 2 Surgery/Procedures/PACU,1.0,0.6,33.0
021407,Suture Vcrl 27in 3-0 PS2 U/D,Each,Level 2 Surgery/Procedures/PACU,1.0,0.7,17.0
021423,Suture Ethbnd 30in 0 CT2 Grn,Each,Level 2 Surgery/Procedures/PACU,1.0,0.4,22.0
021425,Suture Ethbnd 30in 0 CT1 Grn,Each,Level 2 Surgery/Procedures/PACU,0.5,0.3,12.0
021426,Suture Ethbnd 30in 2-0 CT1 Grn,Each,Level 2 Surgery/Procedures/PACU,1.0,0.1,9.0
021428,Suture Ethbnd 30in 1 OS6 Grn,Each,Level 2 Surgery/Procedures/PACU,1.0,0.2,12.0
021429,Suture Ethbnd 30in 0 OS4 Grn,Each,Level 2 Surgery/Procedures/PACU,1.0,0.2,19.0
021438,Suture Prol 24in 5-0 C1 Da Bl,Each,Level 2 Surgery/Procedures/PACU,1.0,0.2,17.0
021440,Suture Prol 30in 2-0 SH Bl,Each,Level 2 Surgery/Procedures/PACU,1.0,0.1,9.0
021441,Suture Prol 30in 3-0 SH Bl,Each,Level 2 Surgery/Procedures/PACU,1.0,0.3,19.0
021456,Suture Prol 18in 4-0 PS2 Bl,Each,Level 2 Surgery/Procedures/PACU,1.0,0.2,12.0
021465,Suture Ethl 18in 4-0 P3 Bk,Each,Level 1 ED,2.0,0.36,18.0
021509,Suture Vcrl 27in 3-0 RB1 U/D,Each,Level 2 Surgery/Procedures/PACU,1.0,0.1,9.0
021514,Suture Vcrl 18in 4-0 P3 U/D,Each,Level 2 Surgery/Procedures/PACU,1.0,0.2,19.0
021594,Pledget Ptfe 3/8x3/16x1/16in Cv Sft Multpk,Each,Level 2 Surgery/Procedures/PACU,1.0,0.1,9.0
021616,Suture Chromic 18in 5-0 P3 Brn,Each,Level 1 ED,1.0,0.06,8.0
021616,Suture Chromic 18in 5-0 P3 Brn,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,8.0
021642,Suture Vcrl 27in 1 CT2 Viol,Each,Level 2 Surgery/Procedures/PACU,1.5,0.2,25.0
021642,Suture Vcrl 27in 1 CT2 Viol,Each,Level 2 Surgery/Procedures/PACU,1.5,0.2,20.0
021645,Suture Vcrl 27in 3-0 CT2 U/D,Each,Level 2 Surgery/Procedures/PACU,1.0,0.7,29.0
021652,Suture Vcrl 18in 4-0 RB1 Ctrl Rel U/D,Each,Level 1 ED,2.0,0.06,6.0
021652,Suture Vcrl 18in 4-0 RB1 Ctrl Rel U/D,Each,Level 2 Surgery/Procedures/PACU,2.0,0.24,17.0
021949,Suture Vcrl 18in 2-0 CT1 Detach U/D,Each,Level 2 Surgery/Procedures/PACU,1.0,0.16,8.0
022076,Kit Snare Ampltz 15mmx120cm 6fr 102cm Goose Nk,Each,Level 1 Imaging,5.0,0.0,1.0
022077,Kit Snare Ampltz 25mmx120cm 6fr 102cm Goose Nk,Each,Level 1 Imaging,4.5,0.0,1.0
022078,Kit Snare Ampltz Goose Nk 35mmx120cm 6fr 102cm,Each,Level 1 Imaging,6.0,0.0,1.0
022097,Suture Prol 3-0 PS1 Bl 18in,Each,Level 1 ED,1.5,0.16,11.0
022097,Suture Prol 3-0 PS1 Bl 18in,Each,Level 2 Surgery/Procedures/PACU,1.5,0.14,9.0
022422,Marker X Ray Line S Spot,Each,Level 1 Imaging,7.0,3.0,525.0
022550,Bag Infusor Pressure 500ml Disp,Each,Level 1 ED,2.5,0.14,7.0
022550,Bag Infusor Pressure 500ml Disp,Each,Level 2 Surgery/Procedures/PACU,1.0,0.26,5.0
022550,Bag Infusor Pressure 500ml Disp,Each,Level 7 ICU,2.5,0.48,10.0
022550,Bag Infusor Pressure 500ml Disp,Each,Level 7 ICU,1.0,0.48,8.0
022552,Bag Infusor Pressure 1000ml Disp,Each,Level 1 ED,1.34,0.36,18.0
022552,Bag Infusor Pressure 1000ml Disp,Each,Level 2 Surgery/Procedures/PACU,1.34,0.18,6.0
022552,Bag Infusor Pressure 1000ml Disp,Each,Level 7 ICU,1.34,0.5,13.0
022755,Reagent Blood Bank Anti-JKB Bioclone 3 ml,Each,Level 3 Central Lab,4.0,0.0,1.0
023086,Prep Skin 5oz Sol Nuprep,Each,Level 1 Imaging,1.0,0.1,5.0
023321,Probe Plus Handle,Each,Level 2 Surgery/Procedures/PACU,1.0,0.46,5.0
023374,Tray Procedure Thorcentesis Pleura-Seal LF 8fr x 12ml,Each,Level 1 Imaging,4.0,0.22,18.0
023413,Film Parafilm-M 4 Inch x 125 Foot,Each,Level 3 Central Lab,1.5,0.02,2.0
023599,Bandage Spandage 6in LF Non-Sterile,Each,Level 1 Imaging,0.5,3.0,3.0
023599,Bandage Spandage 6in LF Non-Sterile,Each,Perpetual,0.5,0.0,1.0
023603,Pack Ice Lg Clp Close 6x14in Secure All,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,38.0,38.0
023603,Pack Ice Lg Clp Close 6x14in Secure All,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,35.0,35.0
023603,Pack Ice Lg Clp Close 6x14in Secure All,Each,Level 7 ICU,0.5,30.0,30.0
023603,Pack Ice Lg Clp Close 6x14in Secure All,Each,Perpetual,0.5,3.0,43.0
023631,Bandage Adh Non-Sterile 1.5x3in Coverlet Fab LF,Box,Level 1 ED,1.0,0.02,1.0
024053,Vacutainer Luer Lock Access Device Female w/Holder,Each,Level 1 ED,0.34,63.36,234.0
024053,Vacutainer Luer Lock Access Device Female w/Holder,Each,Level 2 Surgery/Procedures/PACU,0.34,0.14,7.0
024053,Vacutainer Luer Lock Access Device Female w/Holder,Each,Level 2 Surgery/Procedures/PACU,0.34,0.8,7.0
024053,Vacutainer Luer Lock Access Device Female w/Holder,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.34,0.86,10.0
024053,Vacutainer Luer Lock Access Device Female w/Holder,Each,"Level 6 Telemetry, Cardiac & Stroke",0.34,1.12,12.0
024053,Vacutainer Luer Lock Access Device Female w/Holder,Each,Level 7 ICU,0.34,8.96,40.0
024333,Pouch Endoscopic Specimen Retrieval Endocatch 10mm,Each,Level 2 Surgery/Procedures/PACU,1.5,0.06,4.0
024419,Marker X Ray Skin CT Guideline,Each,Level 1 Imaging,6.5,0.16,28.0
024819,Syringe Angio 3-Ring Res Sterile 10ml,Each,Level 2 Surgery/Procedures/PACU,1.0,0.06,5.0
025366,Pin Skull Mayfield Adult Disposable,Each,Level 2 Surgery/Procedures/PACU,6.0,0.2,36.0
025872,Pad Ground Disper Thermogard + Abc Adult Cable 10FT,Each,Level 2 Surgery/Procedures/PACU,0.5,0.42,13.0
025966,Cath Barth Word 10FRX5CMX5ML,Each,Level 1 ED,1.0,0.06,6.0
026040,Filter Straw 5 mic 1.7 in,Each,Level 1 ED,0.5,1.9,19.0
026040,Filter Straw 5 mic 1.7 in,Each,Level 1 Imaging,0.5,0.14,9.0
802995,Cover Coat Surg Lg,Each,Level 2 Pharm,1.0,0.06,6.0
026040,Filter Straw 5 mic 1.7 in,Each,Level 2 Surgery/Procedures/PACU,0.5,0.48,26.0
026040,Filter Straw 5 mic 1.7 in,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,11.54,146.0
026040,Filter Straw 5 mic 1.7 in,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,12.0,112.0
026040,Filter Straw 5 mic 1.7 in,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,6.36,57.0
026040,Filter Straw 5 mic 1.7 in,Each,Level 7 ICU,0.5,6.7,50.0
026096,Drain Penrose Latex Sterile 0.25X18INCH,Each,Level 2 Surgery/Procedures/PACU,0.5,0.2,4.0
026132,Reagent Blood Bank Anti C Bioclone 5 ml,Each,Level 3 Central Lab,2.0,0.0,1.0
026134,Reagent Blood Bank Anti E Bioclone 5 ml,Each,Level 3 Central Lab,2.0,0.0,1.0
026666,Tray Catheter 3f Radial Artery w/Baseplate,Each,Level 7 ICU,0.5,0.08,3.0
026802,Timer Digital Stopwatch 4 Channel,Each,Level 3 Central Lab,1.5,0.0,2.0
026820,Stylet ET Adult 14fr Satin Slip STR,Each,Level 2 Surgery/Procedures/PACU,0.5,19.0,19.0
026820,Stylet ET Adult 14fr Satin Slip STR,Each,Level 7 ICU,0.5,3.0,3.0
026820,Stylet ET Adult 14fr Satin Slip STR,Each,Perpetual,0.5,2.0,9.0
026866,Wash Body & Hair 2oz,Each,Level 1 ED,0.5,13.0,13.0
026866,Wash Body & Hair 2oz,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,80.0,80.0
026866,Wash Body & Hair 2oz,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,50.0,50.0
026866,Wash Body & Hair 2oz,Each,Level 7 ICU,0.5,11.0,11.0
026866,Wash Body & Hair 2oz,Each,Perpetual,0.5,20.0,38.0
026884,Armboard IV Child,Each,Level 1 ED,1.0,0.04,4.0
026885,Armboard IV Neonatal,Each,Level 1 ED,0.5,0.04,2.0
026886,Armboard IV Pediatric 2Inch X 5Inch,Each,Level 1 ED,1.0,0.06,3.0
027073,Screw Bone Canc Fully Threaded Ss 4x12mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
027616,Bandage Spandage 9in LF Non-Sterile,Box,Perpetual,1.0,0.0,1.0
027756,Bandage Spandage 3in LF Non-Sterile,Each,Level 1 ED,1.0,1.0,1.0
027756,Bandage Spandage 3in LF Non-Sterile,Each,Perpetual,1.0,0.0,1.0
027952,Tube ET 3.5mm Intmd Cuffed Hi-Lo Murphy,Each,Level 1 ED,4.0,0.02,2.0
027971,Blade Beaver Myringotomy Spear Tip Narrow Shaft Offset 45 De,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
028227,Mask Surg So Sft Wht,Each,Level 2 Surgery/Procedures/PACU,1.0,0.82,113.0
028345,Armboard Bendable Adult LG,Each,Level 1 ED,0.5,0.12,3.0
028345,Armboard Bendable Adult LG,Each,Level 7 ICU,0.5,0.28,4.0
028347,Needle Set Intraosseous EZ-IO 45MM,Each,Level 1 ED,4.0,0.06,4.0
028347,Needle Set Intraosseous EZ-IO 45MM,Each,Level 7 ICU,4.0,0.02,2.0
028348,Needle Set Intraosseous EZ-IO 25MM,Each,Level 1 ED,3.5,0.06,5.0
028348,Needle Set Intraosseous EZ-IO 25MM,Each,Level 7 ICU,3.5,0.02,2.0
028349,Needle Set Intraosseous EZ-IO 15MM,Each,Level 1 ED,4.5,0.02,2.0
028349,Needle Set Intraosseous EZ-IO 15MM,Each,Level 7 ICU,4.5,0.02,2.0
028360,Band ID Limb Alert Pink,Each,Level 2 Surgery/Procedures/PACU,1.0,2.74,227.0
028360,Band ID Limb Alert Pink,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,5.5,319.0
028360,Band ID Limb Alert Pink,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,1.38,114.0
028360,Band ID Limb Alert Pink,Each,Level 7 ICU,1.0,4.12,340.0
028466,Manipulator Injector Uterine 5mm Kronner,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,6.0
028788,Kit Introducer Perc Sheath 6FRX10CM,Each,Level 7 ICU,0.5,0.02,1.0
029310,Tourniquet 1x18in Phleb LF,Each,Level 1 ED,1.0,1.64,147.0
029486,Set Blood Collection 23G x .75in Push Button 12 Inch,Each,Level 3 Central Lab,13.0,8.24,1816.0
029529,Cath Femoral Artery Tray,Each,Level 7 ICU,1.0,0.12,4.0
030021,Tube Vacutainer Green 4ml,Each,Level 3 Central Lab,0.5,43.96,999.0
030033,Tube Vacutainer Pink 6ml,Each,Level 3 Central Lab,0.5,46.7,999.0
030036,Cuff BP Child 1 Tube Vinyl LF,Each,Level 1 ED,2.0,2.32,100.0
030037,Cuff BP Sm Adult 1 Tube Vinyl LF,Each,Level 1 ED,0.5,5.82,102.0
030037,Cuff BP Sm Adult 1 Tube Vinyl LF,Each,Level 2 Surgery/Procedures/PACU,0.5,0.64,7.0
030037,Cuff BP Sm Adult 1 Tube Vinyl LF,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,1.02,16.0
030037,Cuff BP Sm Adult 1 Tube Vinyl LF,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,1.02,12.0
030037,Cuff BP Sm Adult 1 Tube Vinyl LF,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,1.06,14.0
030037,Cuff BP Sm Adult 1 Tube Vinyl LF,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,0.06,4.0
030037,Cuff BP Sm Adult 1 Tube Vinyl LF,Each,Level 7 ICU,0.5,0.7,8.0
030053,Tube Vacutainer Green 3.0 ml 13x75mm,Each,Level 3 Central Lab,0.34,145.6,2227.0
030054,Nebulizer Med 7ft Sm Vol Tee Resvr Tb Std Conn Micro Mist,Each,Respiratory Therapy,0.5,10.86,84.0
030060,Mask Venti Adult 7ft Adpt LF,Each,Respiratory Therapy,2.0,0.28,28.0
030062,Mask Aerosol Trach,Each,Respiratory Therapy,0.5,0.14,9.0
030063,Bag Drnge Aerosol 750ml,Each,Respiratory Therapy,0.5,0.28,12.0
030089,Canister Suction w/Lid Medi-Vac Guard Disp 3000cc,Each,Level 1 Imaging,2.0,0.24,14.0
030089,Canister Suction w/Lid Medi-Vac Guard Disp 3000cc,Each,Level 1 Imaging,1.0,0.24,12.0
030095,Mitt Restraint Lg Hand,Each,Level 7 ICU,0.5,4.0,5.0
030095,Mitt Restraint Lg Hand,Each,Perpetual,0.5,0.0,4.0
030099,Glove Surg Protexis PI 6.5 PF LF Sterile,Each,Level 1 ED,0.34,0.14,7.0
000527,Sol IV D10 1000ml,Each,Level 2 Pharm,0.5,4.0,4.0
000549,Syringe  LL LF STR 20ml,Each,Level 2 Pharm,0.5,40.0,40.0
030103,Glove Surg Protexis PI 8.5 PF LF Sterile,Each,Level 1 Imaging,1.0,0.0,1.0
032028,Filter Lipid 1.2 Micron Extension,Each,Level 2 Pharm,1.0,0.28,23.0
030136,Bag Resuscitator Infant Mask Aero Resvr,Each,Level 1 ED,0.5,0.0,1.0
030139,Paper Rec Chart EKG Therm Chem 1.97x98,Each,Level 1 ED,0.76,1.6,93.0
030139,Paper Rec Chart EKG Therm Chem 1.97x98,Each,Level 1 Imaging,0.76,0.02,2.0
030139,Paper Rec Chart EKG Therm Chem 1.97x98,Each,Level 2 Surgery/Procedures/PACU,0.76,0.1,6.0
030139,Paper Rec Chart EKG Therm Chem 1.97x98,Each,Level 7 ICU,0.76,0.06,22.0
030140,Towel Surgical Strl 4 Pack,Each,Level 1 Imaging,0.5,0.58,16.0
030140,Towel Surgical Strl 4 Pack,Each,Level 1 Imaging,0.5,0.1,11.0
030140,Towel Surgical Strl 4 Pack,Each,Level 1 Imaging,0.5,0.1,7.0
030140,Towel Surgical Strl 4 Pack,Each,Level 7 ICU,0.5,2.02,21.0
030142,Gown Surg Imperv Lg Ultra Zoned Reinf Strl Disp,Each,Level 1 Imaging,0.5,0.62,16.0
030148,Tip Suction Frazier 12fr Ctrl Vent Obt LF Disp,Each,Level 1 ED,2.0,0.06,7.0
030148,Tip Suction Frazier 12fr Ctrl Vent Obt LF Disp,Each,Level 2 Surgery/Procedures/PACU,2.0,0.2,14.0
030152,Coagulator Suction Elecsurg Handswtch Disp Strl 6in,Each,Level 2 Surgery/Procedures/PACU,1.0,0.06,5.0
030153,Stapler Linear Cut 75mm,Each,Level 2 Surgery/Procedures/PACU,0.5,0.08,2.0
030162,Glove Surg 6 Protegrity PF Ltx Sterile,Each,Level 1 ED,0.5,0.16,12.0
030162,Glove Surg 6 Protegrity PF Ltx Sterile,Each,Level 7 ICU,0.5,0.46,8.0
030163,Glove Surg 6.5 Protegriy PF Ltx STR,Each,Level 1 ED,0.5,0.64,9.0
030163,Glove Surg 6.5 Protegriy PF Ltx STR,Each,Level 7 ICU,0.5,0.7,11.0
030164,Glove Surg 7 Protegrity PF Ltx Sterile,Each,Level 7 ICU,0.5,0.66,10.0
030165,Glove Surg 7.5 Protegri PF Ltx  STR,Each,Level 1 ED,0.5,0.02,1.0
030165,Glove Surg 7.5 Protegri PF Ltx  STR,Each,Level 7 ICU,0.5,0.6,9.0
030166,Glove Surg 8 Protegrity PF Ltx Sterile,Each,Level 1 ED,0.5,0.14,9.0
030166,Glove Surg 8 Protegrity PF Ltx Sterile,Each,Level 7 ICU,0.5,0.46,9.0
030167,Glove Surg 8.5 Protegriy PF Ltx Sterile,Each,Level 7 ICU,0.5,0.3,9.0
030174,Tray Pericardiocentesis 7fr Pgtl Cath,Each,Level 7 ICU,4.5,0.02,2.0
030175,Ndl Veres Endo 120mm LL,Each,Level 2 Surgery/Procedures/PACU,1.0,1.26,23.0
030177,Suture Endoloop PDS II Violet Monofilament 0 18in,Each,Level 2 Surgery/Procedures/PACU,1.0,0.08,4.0
030202,Tube Feed Dobbhoff 6fr Non-Sterile 22in Weighted Enfit Strl,Each,Level 1 ED,0.5,0.02,3.0
030206,Holder Naso Gastric Adult,Each,Level 1 ED,0.5,0.62,11.0
030206,Holder Naso Gastric Adult,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,0.58,10.0
030206,Holder Naso Gastric Adult,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,0.14,4.0
030206,Holder Naso Gastric Adult,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,0.54,9.0
030206,Holder Naso Gastric Adult,Each,Level 7 ICU,0.5,0.9,17.0
030218,Cath External 25mm,Each,Level 1 ED,0.5,5.0,5.0
030218,Cath External 25mm,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,14.0,18.0
030218,Cath External 25mm,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,8.0,8.0
030218,Cath External 25mm,Each,Level 7 ICU,0.5,6.0,6.0
030218,Cath External 25mm,Each,Perpetual,0.5,3.0,11.0
802621,Bag Amber Security For Full Sz Crash Cart,Each,Level 2 Pharm,6.0,0.02,3.0
030222,Gown Surg Imperv Ultra Sterile Disp LF  STR XXL,Each,Level 2 Surgery/Procedures/PACU,0.5,6.68,27.0
030222,Gown Surg Imperv Ultra Sterile Disp LF  STR XXL,Each,Level 2 Surgery/Procedures/PACU,0.5,0.06,4.0
030225,Detector Co2 Pedi-Cap,Each,Level 1 ED,1.0,0.02,2.0
030228,Ndl Veres 150mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,2.0
030229,Applier Ligaclip Sm 9 3/8in 20 Titanium Clips,Each,Level 2 Surgery/Procedures/PACU,0.5,0.14,3.0
030233,Kit Qualitative Fit Test For N95 Respirator,Each,Level 1 ED,4.5,1.0,1.0
030233,Kit Qualitative Fit Test For N95 Respirator,Each,Level 3 Central Lab,4.5,1.0,1.0
030233,Kit Qualitative Fit Test For N95 Respirator,Each,"Level 5 Observation, Medical Tele & Non-Tele",4.5,2.0,2.0
030233,Kit Qualitative Fit Test For N95 Respirator,Each,"Level 6 Telemetry, Cardiac & Stroke",4.5,1.0,1.0
030233,Kit Qualitative Fit Test For N95 Respirator,Each,Level 7 ICU,4.5,1.0,1.0
030233,Kit Qualitative Fit Test For N95 Respirator,Each,Perpetual,4.5,0.0,0.0
030233,Kit Qualitative Fit Test For N95 Respirator,Each,Respiratory Therapy,4.5,0.0,1.0
030235,Drsg Primapore STR 6x3 1/8in,Each,Level 7 ICU,0.5,0.04,3.0
030236,Detector Co2 Easy Cap Adult,Each,Level 1 ED,1.0,2.0,2.0
030236,Detector Co2 Easy Cap Adult,Each,Level 7 ICU,1.0,2.0,2.0
030236,Detector Co2 Easy Cap Adult,Each,Perpetual,1.0,0.0,10.0
030247,Dressing Foam Biatain 4x4in Str,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,0.0,1.0
030257,Handle Laryngoscope Adult Disp STR,Each,Level 2 Surgery/Procedures/PACU,0.5,0.02,4.0
030258,Ndl OR ER 25G X 1.5in Non-Safe,Each,Level 1 Imaging,1.0,0.54,45.0
030258,Ndl OR ER 25G X 1.5in Non-Safe,Each,Level 1 Imaging,1.0,0.28,23.0
030268,Dressing Mepilex Sacrum 6.3X7.9,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,27.0,36.0
030268,Dressing Mepilex Sacrum 6.3X7.9,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,29.0,29.0
030268,Dressing Mepilex Sacrum 6.3X7.9,Each,Level 7 ICU,0.5,22.0,22.0
030268,Dressing Mepilex Sacrum 6.3X7.9,Each,Perpetual,0.5,8.0,35.0
030279,Dressing Tegaderm IV 2 1/2in X 2 3/4in,Each,Level 1 Imaging,1.0,0.06,6.0
030280,Adhesive Skin Mastisol Ampule 2/3ml,Each,Level 1 Imaging,0.5,0.02,2.0
030284,Drape Sheet U Poly NS,Each,Level 2 Surgery/Procedures/PACU,1.0,2.16,19.0
030291,Mesh Marlex Flat Sheet 6 X 6in,Each,Level 2 Surgery/Procedures/PACU,0.5,0.02,1.0
030300,Bag 8in x 8in Ziplock,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,2.74,161.0
030311,Gwire Spring Duoflex Sft Tip 0.025INCHX13.75INCH,Each,Level 7 ICU,15.5,0.06,23.0
683432,Disinfectant Cyquanol 32 OZ (Pharmacy),Each,Level 2 Pharm,4.5,0.06,8.0
030331,Scissors Sharp Blunt Strl,Each,Level 7 ICU,0.5,0.04,2.0
030339,Boot Foot Drop Heel Prevalon,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.34,2.0,2.0
030339,Boot Foot Drop Heel Prevalon,Each,"Level 6 Telemetry, Cardiac & Stroke",0.34,2.0,2.0
030339,Boot Foot Drop Heel Prevalon,Each,Level 7 ICU,0.34,3.0,3.0
030339,Boot Foot Drop Heel Prevalon,Each,Perpetual,0.34,0.0,5.0
030343,Mask Ped  O2 Non-Rebre 7ft LF,Each,Level 1 ED,0.5,0.0,1.0
030344,Tape Broselow Peds LF,Each,Level 1 ED,6.0,0.02,5.0
030348,Holder Tube Trach Adj Latex Free,Each,Perpetual,0.5,0.0,6.0
030375,Drape Sheet Utility With Tape Strl LF 15 x 26in,Each,Level 2 Surgery/Procedures/PACU,1.0,1.06,16.0
030401,Band ID Purple DNR Alert,Box,"Level 6 Telemetry, Cardiac & Stroke",6.0,0.0,1.0
030401,Band ID Purple DNR Alert,Box,Level 7 ICU,6.0,0.0,2.0
